variant,fraction_bin,cumulative_fce,cumulative_true_progress,commitment_debt_after,fce_per_progress
no_progress_guard,0.76,170.53372781964285,92.985328275,11.462591123928572,1.833985328473508
no_progress_guard,0.78,172.5746201625,93.47777332857143,11.412457034642857,1.8461567281444076
no_progress_guard,0.8,176.05873185535714,93.91032495357142,11.339938485714285,1.8747537285426208
no_progress_guard,0.82,177.90171899642857,94.36110860535715,12.807259949642857,1.8853288354258333
no_progress_guard,0.84,179.66849682499998,103.76919794107143,11.429536544642856,1.7314241642980641
no_progress_guard,0.86,180.28811253928572,105.77932179107142,14.23932867892857,1.7043795468397813
no_progress_guard,0.88,180.3945882535714,106.70815689107143,14.665943754642857,1.6905416934313626
no_progress_guard,0.9,180.72941396785714,108.0225562982143,12.045443453214286,1.6730710710911472
no_progress_guard,0.92,181.21384182499997,109.43092503035714,12.859403886071428,1.6559655488129117
no_progress_guard,0.94,181.21384182499997,111.7047559767857,12.896020706071429,1.6222571746422285
no_progress_guard,0.96,181.21384182499997,113.60085606964286,11.434883067142858,1.5951802485881539
no_progress_guard,0.98,181.21384182499997,115.92183877678572,12.050876829642856,1.563241609494634
no_progress_guard,1.0,181.21384182499997,118.17952920535716,19.1318662025,1.5333775912248722
no_verify_first,0.0,2.8529005375000005,0.0,11.228120967142857,2852900537.5000005
no_verify_first,0.02,8.705799680357142,0.0,13.9312172475,8705799680.357141
no_verify_first,0.04,14.088390310714287,0.0,17.916284132142856,14088390310.714285
no_verify_first,0.06,17.55897335,0.0,15.416493839285716,17558973349.999996
no_verify_first,0.08,20.139030975,0.4134360982142857,17.020763031785716,48.711351190630324
no_verify_first,0.1,24.11496983392857,0.9913584196428572,19.80800034142857,24.325177812698794
no_verify_first,0.12,29.03431519821429,1.5884030535714284,18.965317526785714,18.278934388178357
no_verify_first,0.14,32.19542160178572,2.148414482142857,20.881961089285713,14.985665880297725
no_verify_first,0.16,34.440351716071426,10.75376165,16.71204997607143,3.202632979695196
no_verify_first,0.18,35.33069171607143,12.664644028571429,18.741691468214288,2.789710601921808
no_verify_first,0.2,36.35547171607143,13.7795651,18.00407355392857,2.6383613308718594
no_verify_first,0.22,37.309201001785716,15.799148707142857,18.93354765,2.361469069844129
no_verify_first,0.24,38.20003814464286,17.17793072857143,21.52806034607143,2.223785783528986
no_verify_first,0.26,38.20003814464286,18.968605264285713,20.131593238214286,2.013855927328842
no_verify_first,0.28,38.20003814464286,20.711308969642857,18.589288510714287,1.8444048225360223
no_verify_first,0.3,38.20003814464286,22.616880687500004,18.19858990107143,1.6890056003945506
no_verify_first,0.32,38.20003814464286,24.59791085714286,20.853538493571428,1.5529789650225578
no_verify_first,0.34,96.37358126785715,47.17009617142857,20.507770180714285,2.0431075848904388
no_verify_first,0.36,100.57023825892857,47.17009617142857,22.717328420357145,2.1320761758345754
no_verify_first,0.38,103.50741465178571,47.17009617142857,22.27589772357143,2.1943439393384416
no_verify_first,0.4,106.24359211785713,47.17009617142857,17.839016889642856,2.2523505513268387
no_verify_first,0.42,107.70310050357143,47.54679627857143,17.0900755425,2.2652020521540686
no_verify_first,0.44,109.5210480375,48.149759242857144,15.2523164,2.2745918102123652
no_verify_first,0.46,111.62866755,48.83568231428571,14.360853843214285,2.28580132927406
no_verify_first,0.48,113.6976090357143,49.58601674285715,13.835178472499999,2.2929369306941236
no_verify_first,0.5,115.06660186785714,58.855768264285715,14.380794212500001,1.9550607402007314
no_verify_first,0.52,115.58757829642856,61.853253085714286,18.32804065107143,1.8687388703105225
no_verify_first,0.54,116.17267829642857,63.55167934999999,20.881095413214286,1.828003279923217
no_verify_first,0.56,116.98221115357144,64.51895426428571,18.561805955714284,1.8131448732783728
no_verify_first,0.58,117.43118543928571,66.56055566071429,17.203600471785713,1.7642759179757952
no_verify_first,0.6,117.43118543928571,68.48352937678571,18.45187892392857,1.7147361782889083
no_verify_first,0.62,117.43118543928571,69.93467550535715,15.144428296071428,1.6791553630686429
no_verify_first,0.64,117.43118543928571,71.57348672142857,17.830480622142858,1.6407079048187225
